nl-product-card__no-button href,nl-product-card__title,nl-product__brand--bold,nl-product-card__image-wrap src,nl-price--total,nl-price--now,nl-price--each,bv_text,bv_text (2),bv-off-screen,nl-tag,nl-tag (2),nl-product__code,nl-rebate-header,nl-product-card__atc-button-label,nl-price--total--red,nl-price--was,nl-price--was (2),nl-price--was (3),sr-only,nl-product-card__urgent-low-stock,nl-checkbox__text,nl-product-card__availability-message,nl-price--now (2),nl-product-card__show-colour,nl-tag src,nl-price--each (2),nl-product-card__link-text,nl-product-card__title (2),nl-product-card__title (3),nl-rebate__grey-copy-msg--link href,nl-rebate__grey-copy-msg--link,lazyload src
https://www.canadiantire.ca/fr/pdp/doublure-de-caisse-de-camion-dupli-color-bed-armor-1-gallon-0478001p.html,"Doublure de caisse de camion Dupli-Color BED ARMOR, 1 gallon",Dupli-Color,https://media-www.canadiantire.ca/product/automotive/car-care-accessories/auto-body-repair/0478001/bed-armor-truck-bed-liner-gallon-kit-1b2db5a1-2adc-4d80-b98b-e4474f57a275-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,3.1,(26),3.1 étoile(s) sur 5. 26 évaluations,Liquidation◊,,#047-8001-0,,Ajouter,"149,93 $",Était±,±,"199,99 $","prix était 199,99 $",,,19 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/carreaux-de-dosseret-pierre-a-peler-et-coller-ultrastone-quartzite-noir-galaxie-3-9-pi2-0700300p.html,"Carreaux de dosseret pierre à peler et coller UltraStone, Quartzite noir galaxie, 3,9 pi2",UltraStone,https://media-www.canadiantire.ca/product/fixing/paint/paints/0700300/ultrastone-galaxy-black-quartzite-0dcbfdfe-6db5-4501-99a6-9499f938b943-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.9,(8),4.9 étoile(s) sur 5. 8 évaluations,Liquidation◊,Mieux notés,#070-0300-8,,Ajouter,"24,93 $",Était±,±,"62,99 $","prix était 62,99 $",,,44 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/cle-a-cliquet-sans-fil-a-vitesse-variable-en-lithium-ion-20-v-max-mastercraft-3-8-po-outil-seulement-compatible-avec-pwr-pod-0544273p.html,"Clé à cliquet sans fil à vitesse variable en lithium-ion 20 V Max Mastercraft, 3/8 po, outil seulement, compatible avec PWR POD",Mastercraft,https://media-www.canadiantire.ca/product/fixing/tools/portable-power-tools/0544273/mastercraft-20v-li-ion-ratchet-wrench-bare-tool-fa6ea484-8122-478b-80ec-ddb60bb7f5e5-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,3.9,(46),3.9 étoile(s) sur 5. 46 évaluations,Liquidation◊,Exclusivité,#054-4273-8,,Ajouter,"70,93 $",Était±,±,"129,99 $","prix était 129,99 $",,,67 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/ensemble-de-pompe-de-cale-attwood-de-500-gal-h-avec-trousse-d-installation-0793516p.html,Ensemble de pompe de cale Attwood de 500 gal/h avec trousse d’installation,Attwood,https://media-www.canadiantire.ca/product/playing/seasonal-recreation/marine-power-boating/0793516/bilge-pump-500-kit-cb500153-9604-41b0-919c-f0b7dc688b7c.png?im=whresize&wid=200&hei=200,,,,3.2,(5),3.2 étoile(s) sur 5. 5 évaluations,Liquidation◊,,#079-3516-0,,Options,,,,,,,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/camion-de-ferme-canvas-en-metal-avec-citrouille-et-fleurs-12-5-po-1511085p.html,"Camion de ferme CANVAS en métal avec citrouille et fleurs, 12,5 po",CANVAS,https://media-www.canadiantire.ca/product/seasonal-gardening/seasonal/halloween-harvest/1511085/12-5a-metal-truck-with-pumpkin-floral-df46def6-fdfc-458c-ab06-7214cb634077-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,0.0,(0),0.0 étoile(s) sur 5.,Liquidation◊,Exclusivité,#151-1085-2,,Ajouter,"23,93 $",Était±,±,"34,99 $","prix était 34,99 $",Il n’en reste que 7,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/plaque-verticale-pour-prise-double-exterieure-thomas-betts-37128-722-joint-d-etancheite-et-vis-inclus-gris-0521822p.html,"Plaque verticale pour prise double extérieure Thomas & Betts 37128-722, joint d'étanchéité et vis inclus, gris",Thomas & Betts,https://media-www.canadiantire.ca/product/fixing/electrical/rough-electrical/0521822/duplex-vertical-receptacle-cover-silver-36778488-2ab3-4337-b79e-6d5a5b40e32c-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,3.7,(3),3.7 étoile(s) sur 5. 3 évaluations,Liquidation◊,,#052-1822-4,,Ajouter,"6,93 $",Était±,±,"12,99 $","prix était 12,99 $",,,25 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/jouet-animal-en-peluche-petit-disney-lilo-et-stitch-choix-varie-7-po-1501177p.html,"Jouet animal en peluche petit Disney Lilo et Stitch, choix varié, 7 po",Disney,https://media-www.canadiantire.ca/product/seasonal-gardening/toys/preschool-toys-activities/1501177/sitch-small-feed-me-plush--5323df27-283a-4297-9006-1b9a335baf68-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.8,(24),4.8 étoile(s) sur 5. 24 évaluations,Liquidation◊,Mieux notés,#150-1177-6,,Ajouter,"8,93 $",Était±,±,"12,99 $","prix était 12,99 $",,,384 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/jeu-de-balancoire-toboggan-big-backyard-kidkraft-emerald-challenge-1841591p.html,Jeu de balançoire/toboggan Big Backyard KidKraft Emerald Challenge,Big Backyard,https://media-www.canadiantire.ca/product/seasonal-gardening/backyard-fun/backyard-amusement/1841591/kidkraft-emerald-challenge-swing-set-5b61ceb9-2f56-4cbc-b5e4-3edcd6abceef-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.5,(2),4.5 étoile(s) sur 5. 2 évaluations,Liquidation◊,Mieux notés,#184-1591-8,,Ajouter,"564,93 $",Était±,±,"999,99 $","prix était 999,99 $",Il n’en reste que 1,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/spatule-a-fentes-paderno-en-nylon-1422289p.html,Spatule à fentes PADERNO en nylon,PADERNO,https://media-www.canadiantire.ca/product/living/kitchen/kitchen-tools-thermometers/1422289/paderno-slotted-turner-785c22a0-b188-4148-91e9-a605e5e9c283-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.6,(17),4.6 étoile(s) sur 5. 17 évaluations,Liquidation◊,Mieux notés,#142-2289-4,,Options,,,,,,,,,,,https://media-www.canadiantire.ca/category-content/2023/northern-light/tested-fr.png,,,,,,,
https://www.canadiantire.ca/fr/pdp/ustensiles-de-cuisine-varies-en-acier-inoxydable-master-chef-avec-tetes-en-nylon-paq-5-1429343p.html,"Ustensiles de cuisine variés en acier inoxydable MASTER chef avec têtes en nylon, paq. 5",MASTER chef,https://media-www.canadiantire.ca/product/living/kitchen/kitchen-tools-thermometers/1429343/masterchef-5-piece-mixed-set-f0d802c2-8ea6-4b0c-bcf3-a5729e6e7f66-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,3.1,(37),3.1 étoile(s) sur 5. 37 évaluations,Liquidation◊,Exclusivité,#142-9343-2,,Options,,,,,,,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/robinet-d-evier-a-bec-retractable-et-a-poignee-simple-peerless-xander-acier-inoxydable-0639994p.html,"Robinet d'évier à bec rétractable et à poignée simple Peerless Xander, acier inoxydable",Peerless,https://media-www.canadiantire.ca/product/fixing/plumbing/faucets-fixtures/0639994/peerless-xander-pullout-kitchen-faucet-stainless-steel-1c8fbb4d-d89c-4aac-b54f-8d39f872f3e2-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,3.3,(8),3.3 étoile(s) sur 5. 8 évaluations,Liquidation◊,,#063-9994-0,,Options,,,,,,,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/chariot-de-golf-powerbilt-tpx-cx4-a-4-roues-0860603p.html,Chariot de golf PowerBilt TPX CX4 à 4 roues,PowerBilt,https://media-www.canadiantire.ca/product/playing/team-sports-and-golf/golf/0860603/powerbilt-cx4-4-wheel-golf-cart-38e06d29-0946-4bd1-9fbd-aa46b76b7677-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.6,(35),4.6 étoile(s) sur 5. 35 évaluations,Liquidation◊,Mieux notés,#086-0603-2,,Options,,,,,,,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/appret-a-base-d-eau-rust-oleum-leakseal-pour-surfaces-multiples-sechage-rapide-faible-teneur-en-cov-blanc-laiteux-3-78-l-0641576p.html,"Apprêt à base d'eau Rust-Oleum LeakSeal pour surfaces multiples, séchage rapide, faible teneur en COV, blanc laiteux, 3,78 L",Rust-Oleum,https://media-www.canadiantire.ca/product/fixing/paint/surface-prep-maintenance/0641576/waterbased-primer-c8855cb0-2328-437a-aee3-acf7834b2620.png?im=whresize&wid=200&hei=200,,,,4.9,(7),4.9 étoile(s) sur 5. 7 évaluations,Liquidation◊,Mieux notés,#064-1576-2,,Options,,,,,,,Comparer,,,,https://media-www.canadiantire.ca/category-content/2023/northern-light/tested-fr.png,,,,,,,
https://www.canadiantire.ca/fr/pdp/manchon-de-compression-pour-le-bras-tensor-sport-bleu-choix-de-tailles-0839182p.html,"Manchon de compression pour le bras Tensor Sport, bleu, choix de tailles",Tensor,https://media-www.canadiantire.ca/product/playing/hockey/hockey-accessories/0839182/tensor-sport-compression-arm-sleeve-s-m-52e8420f-f211-4e62-9c1d-c3dd486ed643-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.1,(10),4.1 étoile(s) sur 5. 10 évaluations,Liquidation◊,Mieux notés,#083-9182X,,Options,"12,93 $",Était,,"22,99 $","prix était à partir de 22,99 $",,Comparer,,et+,+ Plus d'options,,,,,,,,
https://www.canadiantire.ca/fr/pdp/stabilisateur-de-tir-reglable-bipied-champion-6-a-9-po-1750519p.html,"Stabilisateur de tir réglable bipied Champion, 6 à 9 po",Champion,https://media-www.canadiantire.ca/product/playing/hunting/hunting-accessories/1750520/champion-adjustable-bipod-13-1-2-x-23--9ef0d356-214c-419d-ae31-8b6135420a89.png?im=whresize&wid=200&hei=200,,Maintenant,,4.6,(19),4.6 étoile(s) sur 5. 19 évaluations,Liquidation◊,Mieux notés,#175-0519-2,,Options,"59,93 $",Était,,"69,99 $","prix était à partir de 69,99 $",,,,et+,+ Plus d'options,,,,,,,,
https://www.canadiantire.ca/fr/pdp/carreaux-d-arbalete-en-carbone-excalibur-diablo-18-po-noir-vert-paq-6-1759955p.html,"Carreaux d'arbalète en carbone Excalibur Diablo, 18 po, noir/vert, paq. 6",Excalibur,https://media-www.canadiantire.ca/product/playing/hunting/hunting-equipment/1759955/diablo-18-carbon-arrows-pkg-of-6-fo-f19b33e5-d55b-4f6a-ba56-730084dd1189-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,5.0,(3),5.0 étoile(s) sur 5. 3 évaluations,Liquidation◊,Mieux notés,#175-9955-8,,Ajouter,"52,93 $",Était±,±,"69,99 $","prix était 69,99 $",Il n’en reste que 4,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/feuilles-de-papier-parchemin-non-blanchi-precoupe-reynolds-kitchens-va-au-four-au-micro-ondes-et-au-congelateur-paq-40-1531869p.html,"Feuilles de papier parchemin non blanchi précoupé Reynolds Kitchens, va au four, au micro-ondes et au congélateur, paq. 40",Reynolds,https://media-www.canadiantire.ca/product/living/home-essentials/household-consumables/1531869/reynolds-pre-cut-parchment-paper-sheets-40-count-9d1f6fb8-c61e-4dc3-8144-d22e3d11d21c-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.7,(71),4.7 étoile(s) sur 5. 71 évaluations,Liquidation◊,Mieux notés,#153-1869-4,,Ajouter,"5,93 $",Était±,±,"8,99 $","prix était 8,99 $",,,85 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/bouteille-isotherme-sous-vide-en-acier-inoxydable-avec-poignee-et-paille-s-well-17-oz-1427368p.html,"Bouteille isotherme sous vide en acier inoxydable avec poignée et paille S'well, 17 oz",S'well,https://media-www.canadiantire.ca/product/living/kitchen/food-storage/1427368/s-well-17oz-bottle-with-straw-with-handle-azurite-2640ae46-9d70-4a40-8b5e-9b24b19718bd-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.0,(2),4.0 étoile(s) sur 5. 2 évaluations,Liquidation◊,,#142-7368X,,Options,"19,93 $",Était,,"49,99 $","prix était à partir de 49,99 $",,,,et+,+ Plus d'options,,,,,,,,
https://www.canadiantire.ca/fr/pdp/kayak-gonflable-outbound-9-pi-0792045p.html,"Kayak gonflable Outbound, 9 pi",Outbound,https://media-www.canadiantire.ca/product/playing/seasonal-recreation/marine-water-fun/0792045/outbound-inflatable-kayak-9ft-e6bdc295-09da-450f-add0-782c898e2b7e-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,3.0,(126),3.0 étoile(s) sur 5. 126 évaluations,Liquidation◊,Exclusivité,#079-2045-6,,Ajouter,"119,93 $",Était±,±,"199,99 $","prix était 199,99 $",,,24 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/woodstm-accessoire-de-rangement-pour-lits-de-camping-bleu-0763721p.html,"Woods™ - Accessoire de rangement pour lits de camping, bleu",Woods,https://media-www.canadiantire.ca/product/playing/camping/camping-furniture/0763721/woods-cot-organizer-accessory-aa13e71e-f352-4d02-8f8b-609701ff1e54-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.0,(6),4.0 étoile(s) sur 5. 6 évaluations,Liquidation◊,Exclusivité,#076-3721-6,,Ajouter,"1,93 $",Était±,±,"19,99 $","prix était 19,99 $",,Comparer,112 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/trousse-de-finition-interieure-parfaite-adam-s-polishes-edition-limitee-4990174p.html,"Trousse de finition intérieure parfaite Adam's Polishes, édition limitée",Adam's Polishes,https://media-www.canadiantire.ca/product/automotive/car-care-accessories/auto-cleaning-chemicals/4990174/adam-s-polishes-perfect-interior-kit-28d3be9e-1b2a-4a4a-9cc4-166c99930554-jpgrendition.jpg?im=whresize&wid=200&hei=200,"49,93 $",,,0.0,(0),0.0 étoile(s) sur 5.,Liquidation◊,Exclusivité,#499-0174-0,,Ajouter,,,,,,,,9 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/marteau-a-panne-fendue-irwin-22-oz-acier-monopiece-manche-antiderapant-1987828-0574059p.html,"Marteau à panne fendue IRWIN, 22 oz, acier monopièce, manche antidérapant, 1987828",IRWIN,https://media-www.canadiantire.ca/product/fixing/tools/manual-fastening/0574059/irwin-22oz-1-piece-steel-hammer-4344ef26-fc7f-4f44-ba52-c82c794c5b8b-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.3,(3),4.3 étoile(s) sur 5. 3 évaluations,Liquidation◊,Mieux notés,#057-4059-4,,Ajouter,"29,93 $",Était±,±,"44,99 $","prix était 44,99 $",,,15 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/chaine-de-velo-a-une-seule-vitesse-supercycle-1-8-po-0737452p.html,"Chaîne de vélo à une seule vitesse Supercycle, 1/8 po",Supercycle,https://media-www.canadiantire.ca/product/playing/cycling/bicycle-accessories/0737452/supercycle-link-1-8--31e13c1c-3790-4893-8e26-b79c22b11b12-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.6,(12),4.6 étoile(s) sur 5. 12 évaluations,Liquidation◊,Mieux notés,#073-7452-8,,Ajouter,"4,93 $",Était±,±,"6,99 $","prix était 6,99 $",,,14 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/haut-a-capuchon-en-molleton-yukon-gear-pour-hommes-avec-poches-avant-pour-le-rangement-camouflage-realtree-max-5-1758617p.html,"Haut à capuchon en molleton Yukon Gear pour hommes avec poches avant pour le rangement, camouflage Realtree MAX 5",Yukon Gear,https://media-www.canadiantire.ca/product/playing/hunting/hunting-apparel-footwear/1758617/realtree-max-5-fleece-hoodie-m-374c45cd-3431-41ea-803e-6c17a38e0caa-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,2.0,(1),2.0 étoile(s) sur 5. 1 évaluation,Liquidation◊,Exclusivité,#175-8617X,,Options,"34,93 $",Était,,"44,99 $","prix était à partir de 44,99 $",,,,et+,+ Plus d'options,,,,,,,,
https://www.canadiantire.ca/fr/pdp/coussin-de-chaise-longue-canvas-summer-palm-resistant-a-la-decoloration-a-l-eau-et-aux-taches-1880349p.html,"Coussin de chaise longue CANVAS Summer Palm résistant à la décoloration, à l'eau et aux taches",CANVAS,https://media-www.canadiantire.ca/product/seasonal-gardening/backyard-living/outdoor-living-accessories/1880349/canvas-summer-palm-lounger-cushion-6b956491-e081-4899-a68f-8d6dfafb3d31-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.1,(10),4.1 étoile(s) sur 5. 10 évaluations,Liquidation◊,Mieux notés,#188-0349-6,,Options,"59,93 $",Était±,±,"85,99 $","prix était 85,99 $",,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/chaussettes-chauffantes-huntshield-de-chasse-et-camping-lavables-a-la-machine-homme-3751142p.html,"Chaussettes chauffantes Huntshield de chasse et camping, lavables à la machine, homme",Huntshield,https://media-www.canadiantire.ca/product/playing/hunting/hunting-apparel-footwear/3751143/huntshield-htd-socks-l-xl-a32c8c71-8f78-4618-b5ad-87ad064e3131-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,1.2,(9),1.2 étoile(s) sur 5. 9 évaluations,Liquidation◊,Exclusivité,#375-1142X,,Options,"74,93 $",Était,,"99,99 $","prix était à partir de 99,99 $",,,,et+,+ Plus d'options,,,,,,,,
https://www.canadiantire.ca/fr/pdp/ile-flottante-intex-seascape-0791426p.html,Île flottante Intex Seascape,Intex,https://media-www.canadiantire.ca/product/playing/seasonal-recreation/marine-water-fun/0791426/seascape-island-3883c0e4-5bba-4438-8127-5337e64b5884-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.9,(16),4.9 étoile(s) sur 5. 16 évaluations,Liquidation◊,Mieux notés,#079-1426-6,,Options,"149,93 $",Était±,±,"249,99 $","prix était 249,99 $",,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/baton-de-gardien-de-but-en-bois-sherwood-gs150-avec-lame-palette-a-ame-en-mousse-junior-gaucher-0836655p.html,"Bâton de gardien de but en bois Sherwood GS150 avec lame/palette à âme en mousse, junior, gaucher",Sherwood,https://media-www.canadiantire.ca/product/playing/hockey/hockey-sticks/0836655/sherwood-900-goalie-stick-junior-left-d765addd-b84c-4094-b03d-0d8c9be99731-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,5.0,(2),5.0 étoile(s) sur 5. 2 évaluations,Liquidation◊,Mieux notés,#083-6655-8,,Ajouter,"52,93 $",Était±,±,"99,99 $","prix était 99,99 $",,,43 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/decoration-de-jardin-et-statue-de-jardin-ange-commemoratif-for-living-blanc-naturel-1590034p.html,"Décoration de jardin et statue de jardin ange commémoratif For Living, blanc/naturel",For Living,https://media-www.canadiantire.ca/product/seasonal-gardening/backyard-living/outdoor-living-accessories/1590034/for-living-memorial-angel-statue-bf4e9f1e-d781-4699-a2bf-24ef75529d6b-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,5.0,(3),5.0 étoile(s) sur 5. 3 évaluations,Liquidation◊,Mieux notés,#159-0034-4,,Options,,,,,,,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/papier-abrasif-3m-imperial-wet-or-dry-0475842p.html,Papier abrasif 3M Imperial Wet or Dry,3M,https://media-www.canadiantire.ca/product/automotive/car-care-accessories/auto-body-repair/0475843/3m-imperial-wetordry-sandpaper-p600-f298a5c7-222c-49ff-95fb-1a0e6d2937f0-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.3,(15),4.3 étoile(s) sur 5. 15 évaluations,Liquidation◊,Mieux notés,#047-5843X,,Options,,,,,,,,,,+ Plus d'options,,,,,,,,
https://www.canadiantire.ca/fr/pdp/filtre-de-rechange-pour-purificateur-d-air-au-carbone-aeramax-9324004-fellowes-petit-pour-dx5-90-100-noir-paq-4-0436195p.html,"Filtre de rechange pour purificateur d'air au carbone AeraMax 9324004 Fellowes, petit, pour DX5 90, 100, noir, paq. 4",,https://media-www.canadiantire.ca/product/fixing/home-environment/home-air-quality-accessories/0436195/aeramax-carbon-filter-for-043-6185-4pk--b28ae45b-01c1-47ff-95b6-127bc4559bce-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.6,(16),4.6 étoile(s) sur 5. 16 évaluations,Liquidation◊,Mieux notés,#043-6195-8,,Options,,,,,,,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/statue-de-jardin-de-cafe-de-fee-a-energie-solaire-for-living-8-25-x-4-75-x-6-po-1590041p.html,"Statue de jardin de Café de fée à énergie solaire For Living, 8,25 X 4,75 X 6 po",,https://media-www.canadiantire.ca/product/seasonal-gardening/backyard-living/outdoor-living-accessories/1590041/for-living-fairy-caf--13c9bfe7-943e-4f98-b55f-aa27513732e9-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.0,(2),4.0 étoile(s) sur 5. 2 évaluations,Liquidation◊,Exclusivité,#159-0041-6,,Options,,,,,,,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/panier-de-rangement-emboitable-type-a-18-l-1427607p.html,"Panier de rangement emboîtable Type A, 18 L",Type A,https://media-www.canadiantire.ca/product/living/home-organization/storage-solutions/1427607/type-a-18l-storage-basket-6e91a27c-d33e-42b6-b915-38f75de30a19-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,5.0,(1),5.0 étoile(s) sur 5. 1 évaluation,Liquidation◊,Mieux notés,#142-7607-8,,Options,,,,,,,Comparer,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/plafonnier-encastre-canvas-st-clair-0526104p.html,Plafonnier encastré CANVAS St. Clair,CANVAS,https://media-www.canadiantire.ca/product/living/home-decor/lighting/0526104/canvas-st-clair-flush-mount-2745754a-cdc4-460d-8336-34f4935c8627-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.0,(9),4.0 étoile(s) sur 5. 9 évaluations,Liquidation◊,Exclusivité,#052-6104-4,,Ajouter,"39,93 $",Était±,±,"80,99 $","prix était 80,99 $",,,50 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/moulin-a-poivre-lagostina-acier-inoxydable-et-bois-choix-de-formats-1424554p.html,"Moulin à poivre Lagostina, acier inoxydable et bois, choix de formats",Lagostina,https://media-www.canadiantire.ca/product/living/kitchen/dining-and-entertaining/1424554/lagostina-7-pepper-mill-aefbde9d-552c-421e-a8cb-73b893e53050.png?im=whresize&wid=200&hei=200,,Maintenant,,4.4,(46),4.4 étoile(s) sur 5. 46 évaluations,Liquidation◊,Mieux notés,#142-4554X,,Options,"24,93 $",Était,,"36,99 $","prix était à partir de 36,99 $",,,,et+,+ Plus d'options,,,,,,,,
https://www.canadiantire.ca/fr/pdp/jouet-en-peluche-peppa-pig-une-bonne-journee-pour-les-rires-9-po-1501144p.html,"Jouet en peluche Peppa Pig Une bonne journée pour les rires, 9 po",Peppa Pig,https://media-www.canadiantire.ca/product/seasonal-gardening/toys/preschool-toys-activities/1501144/peppa-giggle-plush--2eb9162a-8f54-4f1a-8413-c6c328d35656-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.4,(14),4.4 étoile(s) sur 5. 14 évaluations,Liquidation◊,Mieux notés,#150-1144-4,,Ajouter,"19,93 $",Était±,±,"34,99 $","prix était 34,99 $",,,72 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/applique-en-verre-strie-givre-pour-l-exterieur-noma-marine-resistant-aux-intemperies-blanc-0524465p.html,"Applique en verre strié givré pour l'extérieur NOMA Marine, résistant aux intempéries, blanc",NOMA,https://media-www.canadiantire.ca/product/living/home-decor/lighting/0524465/outdoor-marine-light-oval-white-ba9d96ad-1177-40f6-89ae-22014a5de586-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,4.5,(11),4.5 étoile(s) sur 5. 11 évaluations,Liquidation◊,Mieux notés,#052-4465-6,,Options,"14,93 $",Était±,±,"34,99 $","prix était 34,99 $",,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/wok-master-chef-en-acier-au-carbone-noir-35-5-cm-1423932p.html,"Wok Master Chef en acier au carbone, noir, 35,5 cm",Master Chef,https://media-www.canadiantire.ca/product/living/kitchen/cookware/1423932/master-chef-14-wok-be56bdd4-2f87-44ea-9438-06b4b797e784-jpgrendition.jpg?im=whresize&wid=200&hei=200,,Maintenant,,3.2,(119),3.2 étoile(s) sur 5. 119 évaluations,Liquidation◊,Exclusivité,#142-3932-6,,Ajouter,"16,93 $",Était±,±,"24,99 $","prix était 24,99 $",,Comparer,84 En Stock,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/lego-friends-l-hopital-de-heartlake-city-42621-1501322p.html,"LEGO Friends L'hôpital de Heartlake City, 42621",LEGO,,,,,,,,,,#150-1322-0,,Options,,,,,,,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/vaporisateur-de-protection-contre-les-inondations-flex-seal-resistant-aux-fissures-10-oz-0641545p.html,"Vaporisateur de protection contre les inondations Flex Seal, résistant aux fissures, 10 oz",Flex Seal,https://media-www.canadiantire.ca/product/fixing/paint/surface-prep-maintenance/0641545/flex-seal-spray-flood-protection-10-oz--477548fd-41c1-4141-822a-ed0ff7960f68-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,,,,Liquidation◊,Mieux notés,#064-1545-6,,Options,,,,,,,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/papier-sulfurise-pour-friteuse-a-air-chaud-titan-standard-paq-50-1531988p.html,"Papier sulfurisé pour friteuse à air chaud Titan, standard, paq. 50",,https://media-www.canadiantire.ca/product/living/home-essentials/household-consumables/1531988/titan-air-fryer-parchment-paper-liner-regular-19-5cm-50-pack-50d2e13a-b9e5-4a8f-8e99-3c4e0c467d4f-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,4.0,(2),4.0 étoile(s) sur 5. 2 évaluations,Liquidation◊,,#153-1988-0,,Options,,,,,,,,,,,,,,,,,,
https://www.canadiantire.ca/fr/pdp/cache-de-chasse-a-moyeu-huntshield-avec-2-cotes-en-filet-transparent-3750839p.html,Cache de chasse à moyeu Huntshield avec 2 côtés en filet transparent,Huntshield,https://media-www.canadiantire.ca/product/playing/hunting/hunting-equipment/3750839/huntshield-blind-2-sided-hub-see-through-72902c1d-d65c-4b4d-801c-adb35ace385f-jpgrendition.jpg?im=whresize&wid=200&hei=200,,,,2.5,(2),2.5 étoile(s) sur 5. 2 évaluations,Liquidation◊,Exclusivité,#375-0839-4,,Options,,,,,,,,,,,,,,,,,,
